Date,Expenses,Category,Amount,Municipality,Province,Region,ID,Transaction vs category,Transaction,GL code
10/16/2020,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-389,2. Transportation - 66501,Transportation,66501
10/16/2020,Grocery,Survival,489.6,Quezon City,Metro Manila,National Capital Region,E2020-390,4. Grocery - 694835,Grocery,694835
10/16/2020,Grocery,Survival,135.0,Quezon City,Metro Manila,National Capital Region,E2020-391,4. Grocery - 694835,Grocery,694835
10/16/2020,Food/Drinks,Survival,96.0,Quezon City,Metro Manila,National Capital Region,E2020-392,1. Food/Drink/Eating - 66503,Food/Drinks,66503
10/16/2020,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2020-393,1. Food/Drink/Eating - 66503,Food/Drinks,66503
10/16/2020,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-394,7. Phone/Internet - 65009,Phone/Internet,65009
10/22/2020,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2020-395,1. Food/Drink/Eating - 66503,Food/Drinks,66503
10/23/2020,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-396,2. Transportation - 66501,Transportation,66501
10/23/2020,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-397,7. Phone/Internet - 65009,Phone/Internet,65009
10/23/2020,Grocery,Survival,649.88,Quezon City,Metro Manila,National Capital Region,E2020-398,4. Grocery - 694835,Grocery,694835
10/23/2020,Home,Obligation,800.0,Quezon City,Metro Manila,National Capital Region,E2020-399,5. Home - 694835,Home,694835
10/25/2020,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2020-400,1. Food/Drink/Eating - 66503,Food/Drinks,66503
10/25/2020,Electricity/Water,Obligation,130.68,Quezon City,Metro Manila,National Capital Region,E2020-401,6. Electricity/Water - 65009,Electricity/Water,65009
10/29/2020,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2020-402,1. Food/Drink/Eating - 66503,Food/Drinks,66503
10/29/2020,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-403,7. Phone/Internet - 65009,Phone/Internet,65009
10/30/2020,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-404,2. Transportation - 66501,Transportation,66501
10/30/2020,Grocery,Survival,684.1,Quezon City,Metro Manila,National Capital Region,E2020-405,4. Grocery - 694835,Grocery,694835
10/30/2020,Food/Drinks,Survival,96.0,Quezon City,Metro Manila,National Capital Region,E2020-406,1. Food/Drink/Eating - 66503,Food/Drinks,66503
10/30/2020,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2020-407,1. Food/Drink/Eating - 66503,Food/Drinks,66503
10/30/2020,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-408,7. Phone/Internet - 65009,Phone/Internet,65009
11/3/2020,Clothing/Shoes/Personal Items,Optional,945.45,Quezon City,Metro Manila,National Capital Region,E2020-409,8. Clothing/Shoes/Personal Items - 60000-010,Clothing/Shoes/Personal Items,60000-010
11/4/2020,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-410,7. Phone/Internet - 65009,Phone/Internet,65009
11/5/2020,Food/Drinks,Survival,27.0,Quezon City,Metro Manila,National Capital Region,E2020-411,1. Food/Drink/Eating - 66503,Food/Drinks,66503
11/6/2020,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-412,2. Transportation - 66501,Transportation,66501
11/6/2020,Grocery,Survival,695.68,Quezon City,Metro Manila,National Capital Region,E2020-413,4. Grocery - 694835,Grocery,694835
11/6/2020,Food/Drinks,Survival,96.0,Quezon City,Metro Manila,National Capital Region,E2020-414,1. Food/Drink/Eating - 66503,Food/Drinks,66503
11/6/2020,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2020-415,1. Food/Drink/Eating - 66503,Food/Drinks,66503
11/8/2020,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2020-416,1. Food/Drink/Eating - 66503,Food/Drinks,66503
11/11/2020,Clothing/Shoes/Personal Items,Optional,1931.35,Quezon City,Metro Manila,National Capital Region,E2020-417,8. Clothing/Shoes/Personal Items - 60000-010,Clothing/Shoes/Personal Items,60000-010
11/13/2020,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-418,2. Transportation - 66501,Transportation,66501
11/13/2020,Grocery,Survival,759.05,Quezon City,Metro Manila,National Capital Region,E2020-419,4. Grocery - 694835,Grocery,694835
11/13/2020,Food/Drinks,Survival,96.0,Quezon City,Metro Manila,National Capital Region,E2020-420,1. Food/Drink/Eating - 66503,Food/Drinks,66503
11/13/2020,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2020-421,1. Food/Drink/Eating - 66503,Food/Drinks,66503
11/14/2020,Electricity/Water,Obligation,448.5,Quezon City,Metro Manila,National Capital Region,E2020-422,6. Electricity/Water - 65009,Electricity/Water,65009
11/15/2020,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-423,7. Phone/Internet - 65009,Phone/Internet,65009
11/17/2020,Food/Drinks,Survival,84.0,Quezon City,Metro Manila,National Capital Region,E2020-424,1. Food/Drink/Eating - 66503,Food/Drinks,66503
11/19/2020,Food/Drinks,Survival,34.0,Quezon City,Metro Manila,National Capital Region,E2020-425,1. Food/Drink/Eating - 66503,Food/Drinks,66503
11/20/2020,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-426,2. Transportation - 66501,Transportation,66501
11/20/2020,Grocery,Survival,690.41,Quezon City,Metro Manila,National Capital Region,E2020-427,4. Grocery - 694835,Grocery,694835
11/22/2020,Entertainment/Subscriptions,Optional,149.0,Quezon City,Metro Manila,National Capital Region,E2020-428,13. Entertainment/Subscriptions - 60000-060,Entertainment/Subscriptions,60000-060
11/22/2020,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-429,7. Phone/Internet - 65009,Phone/Internet,65009
11/24/2020,Food/Drinks,Survival,93.0,Quezon City,Metro Manila,National Capital Region,E2020-430,1. Food/Drink/Eating - 66503,Food/Drinks,66503
11/27/2020,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-431,2. Transportation - 66501,Transportation,66501
11/27/2020,Grocery,Survival,611.12,Quezon City,Metro Manila,National Capital Region,E2020-432,4. Grocery - 694835,Grocery,694835
11/27/2020,Food/Drinks,Survival,96.0,Quezon City,Metro Manila,National Capital Region,E2020-433,1. Food/Drink/Eating - 66503,Food/Drinks,66503
11/27/2020,Bank fees,Obligation,380.0,Quezon City,Metro Manila,National Capital Region,E2020-434,17. Bank fees - 65009,Bank fees,65009
11/28/2020,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-435,7. Phone/Internet - 65009,Phone/Internet,65009
11/28/2020,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2020-436,1. Food/Drink/Eating - 66503,Food/Drinks,66503
11/28/2020,Clothing/Shoes/Personal Items,Optional,2128.82,Quezon City,Metro Manila,National Capital Region,E2020-437,8. Clothing/Shoes/Personal Items - 60000-010,Clothing/Shoes/Personal Items,60000-010
11/30/2020,Electricity/Water,Obligation,130.68,Quezon City,Metro Manila,National Capital Region,E2020-438,6. Electricity/Water - 65009,Electricity/Water,65009
12/1/2020,Food/Drinks,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-439,1. Food/Drink/Eating - 66503,Food/Drinks,66503
12/4/2020,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2020-440,2. Transportation - 66501,Transportation,66501
12/4/2020,Hair Cut,Optional,60.0,Quezon City,Metro Manila,National Capital Region,E2020-441,10. Hair Cut - 60000-030,Hair Cut,60000-030
12/4/2020,Grocery,Survival,557.9,Quezon City,Metro Manila,National Capital Region,E2020-442,4. Grocery - 694835,Grocery,694835
12/5/2020,Food/Drinks,Survival,96.0,Quezon City,Metro Manila,National Capital Region,E2020-443,1. Food/Drink/Eating - 66503,Food/Drinks,66503
12/5/2020,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2020-444,1. Food/Drink/Eating - 66503,Food/Drinks,66503
12/8/2020,Food/Drinks,Survival,100.0,Quezon City,Metro Manila,National Capital Region,E2020-445,1. Food/Drink/Eating - 66503,Food/Drinks,66503
12/9/2020,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-446,7. Phone/Internet - 65009,Phone/Internet,65009
12/11/2020,Grocery,Survival,789.77,Quezon City,Metro Manila,National Capital Region,E2020-447,4. Grocery - 694835,Grocery,694835
12/11/2020,Transportation,Survival,30.0,Quezon City,Metro Manila,National Capital Region,E2020-448,2. Transportation - 66501,Transportation,66501
12/11/2020,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2020-449,1. Food/Drink/Eating - 66503,Food/Drinks,66503
12/12/2020,Clothing/Shoes/Personal Items,Optional,773.09,Quezon City,Metro Manila,National Capital Region,E2020-450,8. Clothing/Shoes/Personal Items - 60000-010,Clothing/Shoes/Personal Items,60000-010
12/12/2020,Transportation,Survival,179.0,Quezon City,Metro Manila,National Capital Region,E2020-451,2. Transportation - 66501,Transportation,66501
12/12/2020,Food/Drinks,Optional,165.0,Quezon City,Metro Manila,National Capital Region,E2020-452,1. Food/Drink/Eating - 66503,Food/Drinks,66503
12/15/2020,Food/Drinks,Survival,65.0,Quezon City,Metro Manila,National Capital Region,E2020-453,1. Food/Drink/Eating - 66503,Food/Drinks,66503
12/16/2020,Electricity/Water,Obligation,330.0,Quezon City,Metro Manila,National Capital Region,E2020-454,6. Electricity/Water - 65009,Electricity/Water,65009
12/17/2020,Garbage,Obligation,20.0,Quezon City,Metro Manila,National Capital Region,E2020-455,11. Garbage - 60000-040,Garbage,60000-040
12/18/2020,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-456,2. Transportation - 66501,Transportation,66501
12/18/2020,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2020-457,1. Food/Drink/Eating - 66503,Food/Drinks,66503
12/18/2020,Grocery,Survival,777.05,Quezon City,Metro Manila,National Capital Region,E2020-458,4. Grocery - 694835,Grocery,694835
12/20/2020,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2020-459,1. Food/Drink/Eating - 66503,Food/Drinks,66503
12/22/2020,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-460,7. Phone/Internet - 65009,Phone/Internet,65009
12/22/2020,Food/Drinks,Survival,90.0,Quezon City,Metro Manila,National Capital Region,E2020-461,1. Food/Drink/Eating - 66503,Food/Drinks,66503
12/23/2020,Electricity/Water,Obligation,130.68,Quezon City,Metro Manila,National Capital Region,E2020-462,6. Electricity/Water - 65009,Electricity/Water,65009
12/23/2020,Entertainment/Subscriptions,Optional,1250.0,Quezon City,Metro Manila,National Capital Region,E2020-463,13. Entertainment/Subscriptions - 60000-060,Entertainment/Subscriptions,60000-060
12/24/2020,Garbage,Obligation,10.0,Quezon City,Metro Manila,National Capital Region,E2020-464,11. Garbage - 60000-040,Garbage,60000-040
12/24/2020,Others,Unexpected,100.0,Quezon City,Metro Manila,National Capital Region,E2020-465,14. Others - 60000-070,Others,60000-070
12/25/2020,Grocery,Survival,1000.0,Quezon City,Metro Manila,National Capital Region,E2020-466,4. Grocery - 694835,Grocery,694835
12/25/2020,Magazines/Newspapers/Books,Optional,400.0,Quezon City,Metro Manila,National Capital Region,E2020-467,15. Magazines/Newspapers/Books - 60000-080,Magazines/Newspapers/Books,60000-080
12/25/2020,Transportation,Survival,100.0,Quezon City,Metro Manila,National Capital Region,E2020-468,2. Transportation - 66501,Transportation,66501
12/29/2020,Phone/Internet,Optional,70.0,Quezon City,Metro Manila,National Capital Region,E2020-469,7. Phone/Internet - 65009,Phone/Internet,65009
12/29/2020,Food/Drinks,Survival,72.0,Quezon City,Metro Manila,National Capital Region,E2020-470,1. Food/Drink/Eating - 66503,Food/Drinks,66503
12/29/2020,Debt repayment,Obligation,1670.0,Makati City,Metro Manila,National Capital Region,E2021-1,9. Debt repayment - 60000-020,Debt repayment,60000-020
12/29/2020,Debt repayment,Obligation,1130.0,Quezon City,Metro Manila,National Capital Region,E2021-2,9. Debt repayment - 60000-020,Debt repayment,60000-020
12/30/2020,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-3,5. Home - 694835,Home,694835
12/31/2020,Garbage,Obligation,10.0,Quezon City,Metro Manila,National Capital Region,E2021-4,11. Garbage - 60000-040,Garbage,60000-040
1/1/2021,Apartment,Obligation,1000.0,Quezon City,Metro Manila,National Capital Region,E2021-5,16. Apartment - 694835,Apartment,694835
1/2/2021,Phone/Internet,Obligation,90.0,Quezon City,Metro Manila,National Capital Region,E2021-6,7. Phone/Internet - 65009,Phone/Internet,65009
1/4/2021,Food/Drinks,Survival,94.0,Quezon City,Metro Manila,National Capital Region,E2021-7,1. Food/Drink/Eating - 66503,Food/Drinks,66503
1/5/2021,Grocery,Survival,443.7,Quezon City,Metro Manila,National Capital Region,E2021-8,4. Grocery - 694835,Grocery,694835
1/5/2021,Magazines/Newspapers/Books,Optional,207.75,Quezon City,Metro Manila,National Capital Region,E2021-9,15. Magazines/Newspapers/Books - 60000-080,Magazines/Newspapers/Books,60000-080
1/5/2021,Transportation,Survival,75.0,Quezon City,Metro Manila,National Capital Region,E2021-10,2. Transportation - 66501,Transportation,66501
1/7/2021,Garbage,Obligation,10.0,Quezon City,Metro Manila,National Capital Region,E2021-11,11. Garbage - 60000-040,Garbage,60000-040
1/8/2021,Grocery,Survival,720.0,Quezon City,Metro Manila,National Capital Region,E2021-12,4. Grocery - 694835,Grocery,694835
1/8/2021,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2021-13,2. Transportation - 66501,Transportation,66501
1/8/2021,Bank fees,Obligation,15.0,Quezon City,Metro Manila,National Capital Region,E2021-14,17. Bank fees - 65009,Bank fees,65009
1/9/2021,Phone/Internet,Optional,100.0,Quezon City,Metro Manila,National Capital Region,E2021-15,7. Phone/Internet - 65009,Phone/Internet,65009
1/10/2021,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2021-16,1. Food/Drink/Eating - 66503,Food/Drinks,66503
1/12/2021,Transportation,Survival,80.0,Quezon City,Metro Manila,National Capital Region,E2021-17,2. Transportation - 66501,Transportation,66501
1/13/2021,Electricity/Water,Obligation,500.0,Quezon City,Metro Manila,National Capital Region,E2021-18,6. Electricity/Water - 65009,Electricity/Water,65009
1/13/2021,Food/Drinks,Survival,95.0,Quezon City,Metro Manila,National Capital Region,E2021-19,1. Food/Drink/Eating - 66503,Food/Drinks,66503
1/15/2021,Debt repayment,Obligation,1670.0,Makati City,Metro Manila,National Capital Region,E2021-20,9. Debt repayment - 60000-020,Debt repayment,60000-020
1/15/2021,Grocery,Survival,792.06,Quezon City,Metro Manila,National Capital Region,E2021-21,4. Grocery - 694835,Grocery,694835
1/15/2021,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2021-22,2. Transportation - 66501,Transportation,66501
1/15/2021,Bank fees,Unexpected,5.0,Quezon City,Metro Manila,National Capital Region,E2021-23,17. Bank fees - 65009,Bank fees,65009
1/16/2021,Food/Drinks,Survival,100.0,Quezon City,Metro Manila,National Capital Region,E2021-24,1. Food/Drink/Eating - 66503,Food/Drinks,66503
1/16/2021,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-25,7. Phone/Internet - 65009,Phone/Internet,65009
1/17/2021,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-26,5. Home - 694835,Home,694835
1/18/2021,Phone/Internet,Unexpected,50.0,Quezon City,Metro Manila,National Capital Region,E2021-27,7. Phone/Internet - 65009,Phone/Internet,65009
1/19/2021,Pension Fund,Obligation,1200.0,Makati City,Metro Manila,National Capital Region,E2021-28,18. Pension Fund - 63502,Pension Fund,63502
1/21/2021,Debt repayment,Obligation,8.03,Quezon City,Metro Manila,National Capital Region,E2021-29,9. Debt repayment - 60000-020,Debt repayment,60000-020
1/22/2021,Grocery,Survival,572.25,Quezon City,Metro Manila,National Capital Region,E2021-30,4. Grocery - 694835,Grocery,694835
1/22/2021,Electricity/Water,Obligation,130.65,Quezon City,Metro Manila,National Capital Region,E2021-31,6. Electricity/Water - 65009,Electricity/Water,65009
1/22/2021,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2021-32,2. Transportation - 66501,Transportation,66501
1/23/2021,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-33,7. Phone/Internet - 65009,Phone/Internet,65009
1/24/2021,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2021-34,1. Food/Drink/Eating - 66503,Food/Drinks,66503
1/25/2021,Food/Drinks,Survival,110.0,Quezon City,Metro Manila,National Capital Region,E2021-35,1. Food/Drink/Eating - 66503,Food/Drinks,66503
1/27/2021,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2021-36,1. Food/Drink/Eating - 66503,Food/Drinks,66503
1/28/2021,Food/Drinks,Survival,140.0,Quezon City,Metro Manila,National Capital Region,E2021-37,1. Food/Drink/Eating - 66503,Food/Drinks,66503
1/28/2021,Garbage,Obligation,30.0,Quezon City,Metro Manila,National Capital Region,E2021-38,11. Garbage - 60000-040,Garbage,60000-040
1/29/2021,Debt repayment,Obligation,1670.0,Makati City,Metro Manila,National Capital Region,E2021-39,9. Debt repayment - 60000-020,Debt repayment,60000-020
1/29/2021,Debt repayment,Obligation,1130.0,Quezon City,Metro Manila,National Capital Region,E2021-40,9. Debt repayment - 60000-020,Debt repayment,60000-020
1/29/2021,Grocery,Survival,657.3,Quezon City,Metro Manila,National Capital Region,E2021-41,4. Grocery - 694835,Grocery,694835
1/29/2021,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-42,7. Phone/Internet - 65009,Phone/Internet,65009
1/29/2021,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2021-43,2. Transportation - 66501,Transportation,66501
1/30/2021,Hair Cut,Optional,60.0,Quezon City,Metro Manila,National Capital Region,E2021-44,10. Hair Cut - 60000-030,Hair Cut,60000-030
1/30/2021,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-45,2. Transportation - 66501,Transportation,66501
1/31/2021,Apartment,Obligation,1000.0,Quezon City,Metro Manila,National Capital Region,E2021-46,16. Apartment - 694835,Apartment,694835
2/1/2021,Food/Drinks,Survival,100.0,Quezon City,Metro Manila,National Capital Region,E2021-47,1. Food/Drink/Eating - 66503,Food/Drinks,66503
2/2/2021,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-48,5. Home - 694835,Home,694835
2/3/2021,Food/Drinks,Survival,96.0,Pontevedra,Capiz,Western Visayas,E2021-49,1. Food/Drink/Eating - 66503,Food/Drinks,66503
2/3/2021,Phone/Internet,Optional,60.0,Quezon City,Metro Manila,National Capital Region,E2021-50,7. Phone/Internet - 65009,Phone/Internet,65009
2/3/2021,Garbage,Obligation,10.0,Quezon City,Metro Manila,National Capital Region,E2021-51,11. Garbage - 60000-040,Garbage,60000-040
2/5/2021,Grocery,Survival,361.5,Quezon City,Metro Manila,National Capital Region,E2021-52,4. Grocery - 694835,Grocery,694835
2/5/2021,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2021-53,2. Transportation - 66501,Transportation,66501
2/8/2021,Food/Drinks,Survival,43.0,Quezon City,Metro Manila,National Capital Region,E2021-54,1. Food/Drink/Eating - 66503,Food/Drinks,66503
2/8/2021,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-55,2. Transportation - 66501,Transportation,66501
2/10/2021,Food/Drinks,Survival,190.0,Quezon City,Metro Manila,National Capital Region,E2021-56,1. Food/Drink/Eating - 66503,Food/Drinks,66503
2/10/2021,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-57,7. Phone/Internet - 65009,Phone/Internet,65009
2/11/2021,Garbage,Obligation,10.0,Quezon City,Metro Manila,National Capital Region,E2021-58,11. Garbage - 60000-040,Garbage,60000-040
2/12/2021,Debt repayment,Obligation,1670.0,Makati City,Metro Manila,National Capital Region,E2021-59,9. Debt repayment - 60000-020,Debt repayment,60000-020
2/12/2021,Grocery,Survival,379.93,Quezon City,Metro Manila,National Capital Region,E2021-60,4. Grocery - 694835,Grocery,694835
2/12/2021,Eating/Going Out,Optional,126.0,Quezon City,Metro Manila,National Capital Region,E2021-61,3. Eating/Going Out - 66503,Eating/Going Out,66503
2/12/2021,Eating/Going Out,Optional,92.0,Quezon City,Metro Manila,National Capital Region,E2021-62,3. Eating/Going Out - 66503,Eating/Going Out,66503
2/12/2021,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-63,2. Transportation - 66501,Transportation,66501
2/12/2021,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-64,2. Transportation - 66501,Transportation,66501
2/13/2021,Bank fees,Unexpected,15.0,Quezon City,Metro Manila,National Capital Region,E2021-65,17. Bank fees - 65009,Bank fees,65009
2/14/2021,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-66,5. Home - 694835,Home,694835
2/15/2021,Pension Fund,Obligation,1200.0,Makati City,Metro Manila,National Capital Region,E2021-67,18. Pension Fund - 63502,Pension Fund,63502
2/17/2021,Food/Drinks,Survival,76.0,Quezon City,Metro Manila,National Capital Region,E2021-68,1. Food/Drink/Eating - 66503,Food/Drinks,66503
2/18/2021,Phone/Internet,Optional,100.0,Quezon City,Metro Manila,National Capital Region,E2021-69,7. Phone/Internet - 65009,Phone/Internet,65009
2/18/2021,Garbage,Obligation,10.0,Quezon City,Metro Manila,National Capital Region,E2021-70,11. Garbage - 60000-040,Garbage,60000-040
2/19/2021,Grocery,Survival,328.29,Quezon City,Metro Manila,National Capital Region,E2021-71,4. Grocery - 694835,Grocery,694835
2/19/2021,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2021-72,2. Transportation - 66501,Transportation,66501
2/19/2021,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2021-73,1. Food/Drink/Eating - 66503,Food/Drinks,66503
2/22/2021,Electricity/Water,Obligation,130.63,Quezon City,Metro Manila,National Capital Region,E2021-74,6. Electricity/Water - 65009,Electricity/Water,65009
2/22/2021,Food/Drinks,Survival,96.0,Quezon City,Metro Manila,National Capital Region,E2021-75,1. Food/Drink/Eating - 66503,Food/Drinks,66503
2/22/2021,Food/Drinks,Survival,30.0,Quezon City,Metro Manila,National Capital Region,E2021-76,1. Food/Drink/Eating - 66503,Food/Drinks,66503
2/24/2021,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-77,7. Phone/Internet - 65009,Phone/Internet,65009
2/24/2021,Food/Drinks,Survival,89.0,Quezon City,Metro Manila,National Capital Region,E2021-78,1. Food/Drink/Eating - 66503,Food/Drinks,66503
2/24/2021,Debt repayment,Obligation,1.52,Quezon City,Metro Manila,National Capital Region,E2021-79,9. Debt repayment - 60000-020,Debt repayment,60000-020
2/25/2021,Food/Drinks,Obligation,32.0,Quezon City,Metro Manila,National Capital Region,E2021-80,1. Food/Drink/Eating - 66503,Food/Drinks,66503
2/26/2021,Debt repayment,Obligation,1670.0,Makati City,Metro Manila,National Capital Region,E2021-81,9. Debt repayment - 60000-020,Debt repayment,60000-020
2/26/2021,Grocery,Survival,669.53,Quezon City,Metro Manila,National Capital Region,E2021-82,4. Grocery - 694835,Grocery,694835
2/26/2021,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2021-83,2. Transportation - 66501,Transportation,66501
2/26/2021,Bank fees,Obligation,15.0,Quezon City,Metro Manila,National Capital Region,E2021-84,17. Bank fees - 65009,Bank fees,65009
2/27/2021,Home,Obligation,3200.0,Pontevedra,Capiz,Western Visayas,E2021-85,5. Home - 694835,Home,694835
2/27/2021,Food/Drinks,Survival,99.0,Quezon City,Metro Manila,National Capital Region,E2021-86,1. Food/Drink/Eating - 66503,Food/Drinks,66503
2/28/2021,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-87,7. Phone/Internet - 65009,Phone/Internet,65009
3/1/2021,Debt repayment,Obligation,1130.0,Quezon City,Metro Manila,National Capital Region,E2021-88,9. Debt repayment - 60000-020,Debt repayment,60000-020
3/2/2021,Apartment,Obligation,1000.0,Quezon City,Metro Manila,National Capital Region,E2021-89,16. Apartment - 694835,Apartment,694835
3/3/2021,Food/Drinks,Optional,73.0,Quezon City,Metro Manila,National Capital Region,E2021-90,1. Food/Drink/Eating - 66503,Food/Drinks,66503
3/4/2021,Garbage,Obligation,20.0,Quezon City,Metro Manila,National Capital Region,E2021-91,11. Garbage - 60000-040,Garbage,60000-040
3/5/2021,Grocery,Survival,654.44,Quezon City,Metro Manila,National Capital Region,E2021-92,4. Grocery - 694835,Grocery,694835
3/5/2021,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2021-93,2. Transportation - 66501,Transportation,66501
3/6/2021,Home,Optional,1000.0,Pontevedra,Capiz,Western Visayas,E2021-94,5. Home - 694835,Home,694835
3/7/2021,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-95,7. Phone/Internet - 65009,Phone/Internet,65009
3/8/2021,Food/Drinks,Optional,23.0,Quezon City,Metro Manila,National Capital Region,E2021-96,1. Food/Drink/Eating - 66503,Food/Drinks,66503
3/9/2021,Grocery,Survival,638.28,Quezon City,Metro Manila,National Capital Region,E2021-97,4. Grocery - 694835,Grocery,694835
3/9/2021,Magazines/Newspapers/Books,Optional,305.0,Quezon City,Metro Manila,National Capital Region,E2021-98,15. Magazines/Newspapers/Books - 60000-080,Magazines/Newspapers/Books,60000-080
3/9/2021,Transportation,Survival,80.0,Quezon City,Metro Manila,National Capital Region,E2021-99,2. Transportation - 66501,Transportation,66501
3/13/2021,Food/Drinks,Survival,128.0,Quezon City,Metro Manila,National Capital Region,E2021-100,1. Food/Drink/Eating - 66503,Food/Drinks,66503
3/14/2021,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-101,7. Phone/Internet - 65009,Phone/Internet,65009
3/15/2021,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-102,5. Home - 694835,Home,694835
3/15/2021,Debt repayment,Obligation,1670.0,Makati City,Metro Manila,National Capital Region,E2021-103,9. Debt repayment - 60000-020,Debt repayment,60000-020
3/15/2021,Pension Fund,Obligation,1300.0,Makati City,Metro Manila,National Capital Region,E2021-104,18. Pension Fund - 63502,Pension Fund,63502
3/16/2021,Grocery,Survival,699.45,Quezon City,Metro Manila,National Capital Region,E2021-105,4. Grocery - 694835,Grocery,694835
3/16/2021,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2021-106,2. Transportation - 66501,Transportation,66501
3/19/2021,Food/Drinks,Optional,30.0,Quezon City,Metro Manila,National Capital Region,E2021-107,1. Food/Drink/Eating - 66503,Food/Drinks,66503
3/20/2021,Home,Unexpected,10000.0,Roxas City,Capiz,Western Visayas,E2021-108,5. Home - 694835,Home,694835
3/20/2021,Electricity/Water,Obligation,510.0,Quezon City,Metro Manila,National Capital Region,E2021-109,6. Electricity/Water - 65009,Electricity/Water,65009
3/20/2021,Food/Drinks,Survival,108.0,Quezon City,Metro Manila,National Capital Region,E2021-110,1. Food/Drink/Eating - 66503,Food/Drinks,66503
